# ------------------------------------------------------------
#
# Flight name: V2207
# Station: Davis
# Launch Date: 18 September 2007
# Launch Time: 12:29:14
# 
# This file created: Wed Sep 19 10:11:58 2007
# 
# 
# ------------------------------------------------------------
# DATA COLUMNS
# Time (s)
# Height (m)
# Atmospheric Pressure (hPa)
# Atmospheric Temperature (°C)
# Relative Humidity (%)
# Box Temperature (°C)
# Ozone Partial Pressure (mPa)
# Ozone Mixing Ratio (ppmV)
# Accumulated Ozone to this Height (Dobson Units)
# Remaining Ozone above this Height (Dobson Units)
# 
# ------------------------------------------------------------
# 
# Integrated Ozone = 196.7 DU
# Extrapolated Ozone =  79.0 DU
# 
# Total Ozone = 275.7 DU
# 
# 
# ------------------------------------------------------------
2008 , 9217 , 256.84 , -64.9 , 14 , 15.60 , 2.032 , 0.079 , 19.06 , 256.69
2018 , 9254 , 255.30 , -65.0 , 14 , 15.59 , 2.211 , 0.087 , 19.16 , 256.59
2028 , 9291 , 253.74 , -65.1 , 13 , 15.58 , 2.310 , 0.091 , 19.27 , 256.48
2038 , 9332 , 252.06 , -65.4 , 13 , 15.52 , 2.290 , 0.091 , 19.39 , 256.36
2048 , 9373 , 250.37 , -65.5 , 13 , 15.43 , 2.124 , 0.085 , 19.50 , 256.25
2058 , 9421 , 248.40 , -65.8 , 13 , 15.38 , 1.970 , 0.079 , 19.63 , 256.12
2068 , 9471 , 246.33 , -66.3 , 13 , 15.35 , 1.857 , 0.075 , 19.76 , 255.99
2078 , 9514 , 244.58 , -66.6 , 13 , 15.27 , 1.770 , 0.072 , 19.86 , 255.89
2088 , 9558 , 242.83 , -66.9 , 13 , 15.25 , 1.709 , 0.070 , 19.96 , 255.79
2098 , 9607 , 240.86 , -67.2 , 13 , 15.23 , 1.750 , 0.073 , 20.07 , 255.68
2108 , 9650 , 239.15 , -67.4 , 13 , 15.18 , 1.895 , 0.079 , 20.17 , 255.58
2118 , 9694 , 237.42 , -67.6 , 13 , 15.19 , 2.035 , 0.086 , 20.28 , 255.47
2128 , 9736 , 235.76 , -67.6 , 13 , 15.20 , 2.119 , 0.090 , 20.40 , 255.35
2138 , 9779 , 234.08 , -67.6 , 14 , 15.18 , 2.194 , 0.094 , 20.52 , 255.23
2148 , 9823 , 232.38 , -67.8 , 14 , 15.14 , 2.288 , 0.098 , 20.65 , 255.10
2158 , 9869 , 230.59 , -68.0 , 14 , 15.08 , 2.351 , 0.102 , 20.79 , 254.96
2168 , 9917 , 228.77 , -68.5 , 15 , 15.07 , 2.403 , 0.105 , 20.94 , 254.81
2178 , 9959 , 227.16 , -68.8 , 15 , 15.08 , 2.438 , 0.107 , 21.08 , 254.67
